churn,tenure,monthlycharges,totalcharges,churn_probability,risk_category
0,37,61.45,2302.35,0.007151929833043781,Low Risk
0,69,106.4,7251.9,0.08563819675750789,Low Risk
0,26,81.9,2078.55,0.1718666218061982,Low Risk
0,58,105.2,6225.4,0.22758308098488156,Low Risk
0,24,54.6,1242.25,0.07899178675322033,Low Risk
0,5,20.55,99.45,0.10310750150623726,Low Risk
1,15,20.0,288.05,0.14937288766624085,Low Risk
0,30,19.7,599.25,0.010913322843904637,Low Risk
0,55,66.05,3462.1,0.03427866537055509,Low Risk
1,25,34.0,853.0,0.37960905828120667,Medium Risk
1,10,92.5,934.1,0.4275477436603207,Medium Risk
0,44,54.05,2375.2,0.023041768835938923,Low Risk
0,47,58.9,2813.05,0.022542016038735173,Low Risk
1,13,88.35,1222.8,0.4720191974287927,Medium Risk
1,49,107.95,5293.2,0.12614880560866099,Low Risk
0,64,96.9,6314.35,0.10865888819114666,Low Risk
0,1,19.1,19.1,0.209646616708479,Low Risk
0,20,50.0,1003.05,0.09747483238138013,Low Risk
0,37,45.4,1593.1,0.03461088666148439,Low Risk
0,30,85.45,2509.95,0.4210426185280198,Medium Risk
0,38,84.1,3187.65,0.09231197370141861,Low Risk
1,1,74.45,74.45,0.8394729604457808,High Risk
1,37,64.75,2345.2,0.29776403748269986,Low Risk
0,52,66.25,3330.1,0.024347955572194796,Low Risk
0,71,76.9,5522.7,0.00622790871447581,Low Risk
1,26,89.8,2335.3,0.3538474556044479,Medium Risk
0,66,74.6,4798.4,0.02200311726228814,Low Risk
0,72,116.95,8594.4,0.051865039974938125,Low Risk
0,25,40.65,970.55,0.12840270890189934,Low Risk
0,69,114.35,7665.8,0.0634340102015025,Low Risk
0,53,69.7,3686.05,0.0223645670850736,Low Risk
1,12,95.5,1115.15,0.3262231561231871,Medium Risk
0,26,98.65,2537.0,0.5046814507105439,Medium Risk
0,21,61.65,1393.6,0.15064765551384482,Low Risk
0,1,89.35,89.35,0.8932626705008162,High Risk
0,48,95.4,4445.3,0.3075680816975929,Medium Risk
0,26,35.4,978.6,0.07939027396199783,Low Risk
0,60,19.95,1258.15,0.0043164129375376035,Low Risk
0,18,19.25,331.35,0.07719972530258762,Low Risk
1,10,29.65,291.4,0.4755716608650019,Medium Risk
1,5,84.5,453.75,0.5492357976418175,Medium Risk
0,4,20.4,84.75,0.10235415950466167,Low Risk
0,65,24.75,1715.1,0.004331088628567275,Low Risk
0,70,25.35,1715.15,0.003748166939632727,Low Risk
1,18,90.7,1597.25,0.5159646570204244,Medium Risk
0,62,20.0,1250.1,0.003837110314998011,Low Risk
0,66,59.75,3996.8,0.016114977862997582,Low Risk
0,65,82.5,5215.1,0.024648413233383713,Low Risk
1,3,70.3,235.5,0.6731794654856609,High Risk
0,34,20.35,673.2,0.04743314442436743,Low Risk
0,16,90.8,1442.2,0.4890260870614569,Medium Risk
1,54,103.95,5639.05,0.26137422094262064,Low Risk
0,50,104.95,5222.35,0.5465091979857644,Medium Risk
0,71,105.25,7291.75,0.07968498188444989,Low Risk
1,10,74.75,799.65,0.6013456053354032,High Risk
1,1,50.8,50.8,0.5304412012829374,Medium Risk
0,18,23.75,424.5,0.057843756173942724,Low Risk
0,4,61.3,249.4,0.41150116668760556,Medium Risk
0,58,75.8,4415.75,0.011586829150534533,Low Risk
0,56,98.0,5270.6,0.3245844284872352,Medium Risk
1,2,80.25,144.55,0.8094999794007101,High Risk
1,32,78.9,2447.95,0.4934596988967066,Medium Risk
0,56,52.0,2884.9,0.03728299670870297,Low Risk
1,36,84.75,3050.15,0.5388431559189126,Medium Risk
0,4,64.4,253.0,0.4379058136450193,Medium Risk
1,53,85.45,4517.25,0.2959900524355881,Low Risk
0,10,45.8,436.2,0.27684362167460574,Low Risk
0,4,30.5,118.4,0.43352183146249706,Medium Risk
1,1,19.9,19.9,0.18690231529200044,Low Risk
0,51,69.15,3649.6,0.16600317941134632,Low Risk
1,12,99.45,1200.15,0.7579475845263448,High Risk
0,6,49.25,255.6,0.4203635590986349,Medium Risk
0,63,39.35,2395.05,0.011369756316531334,Low Risk
1,1,70.6,70.6,0.8107623513125454,High Risk
0,48,105.1,5083.55,0.322271888017927,Medium Risk
1,5,81.0,389.6,0.5887060793715017,Medium Risk
0,35,20.1,644.5,0.02898209963977816,Low Risk
1,6,84.85,523.5,0.6061796953440457,High Risk
0,2,19.75,39.3,0.183006757948383,Low Risk
0,50,19.75,989.05,0.018446371925073906,Low Risk
0,33,70.4,2406.1,0.29322913054223476,Low Risk
0,31,20.45,638.55,0.01154422466601366,Low Risk
0,9,20.35,191.1,0.024435931643857763,Low Risk
0,54,86.2,4524.05,0.22462806959515913,Low Risk
0,46,95.65,4664.2,0.08271602659764185,Low Risk
0,34,103.8,3470.8,0.3070104409346421,Medium Risk
0,71,97.2,6910.3,0.09940468731372412,Low Risk
0,63,63.55,4014.2,0.0047088358095562985,Low Risk
0,51,24.95,1288.0,0.010929123667471246,Low Risk
1,26,89.15,2277.65,0.5877148806204979,Medium Risk
0,64,99.0,6375.8,0.07252064475614341,Low Risk
1,1,24.8,24.8,0.7286366509316917,High Risk
0,61,85.55,5251.75,0.1290404621774541,Low Risk
0,15,94.0,1505.45,0.45531597907841287,Medium Risk
1,64,105.65,6903.1,0.1724226600631326,Low Risk
0,18,50.3,913.3,0.33280780479893873,Medium Risk
0,57,95.0,5535.8,0.22900183032251265,Low Risk
0,14,61.4,815.55,0.05844395479451532,Low Risk
0,18,80.55,1411.65,0.42889376359391873,Medium Risk
0,72,78.5,5602.25,0.032628737707018074,Low Risk
0,70,114.3,8244.3,0.03904500866218637,Low Risk
0,38,20.05,741.5,0.008779313376331366,Low Risk
0,68,62.65,4375.8,0.0037736598893813944,Low Risk
1,13,80.85,1008.7,0.589982611886317,Medium Risk
0,65,92.7,5968.4,0.05991627061298155,Low Risk
0,30,100.45,3096.9,0.5268518124862701,Medium Risk
0,51,75.2,3901.25,0.05708147913417327,Low Risk
0,31,84.75,2613.4,0.2890238356385785,Low Risk
1,9,89.45,853.1,0.5817826917365082,Medium Risk
0,72,79.5,5661.7,0.014655884851684172,Low Risk
1,10,72.15,794.25,0.4132021015990547,Medium Risk
0,37,19.8,695.05,0.04617408946371372,Low Risk
1,2,76.4,160.8,0.5062012397289155,Medium Risk
0,55,100.9,5552.05,0.14542844164334714,Low Risk
0,33,95.3,3275.15,0.34088396094962536,Medium Risk
0,46,90.95,4236.6,0.09279866557575521,Low Risk
0,1,54.5,54.5,0.3281417803962578,Medium Risk
1,20,61.6,1174.35,0.358185517314825,Medium Risk
1,9,79.9,741.7,0.5095385457733457,Medium Risk
1,32,96.15,3019.25,0.5549289438485832,Medium Risk
0,19,49.6,962.9,0.18315612153489352,Low Risk
1,70,65.3,4759.75,0.006427051865365037,Low Risk
0,61,25.0,1498.35,0.007492268415026904,Low Risk
0,26,45.45,1233.15,0.1725868940511449,Low Risk
0,45,107.75,4882.8,0.43842822337646364,Medium Risk
0,62,89.1,5411.65,0.07494353697375518,Low Risk
1,1,19.65,19.65,0.20791268692348466,Low Risk
0,3,44.75,148.05,0.28653640061959035,Low Risk
0,41,101.6,3930.55,0.19482862761559155,Low Risk
0,67,103.15,6895.5,0.042006632358898725,Low Risk
1,1,84.65,84.65,0.8587867569577017,High Risk
0,71,95.65,6856.95,0.07150027044006442,Low Risk
0,37,75.1,2658.8,0.0609491796396055,Low Risk
0,60,61.35,3766.2,0.007671195331637008,Low Risk
1,1,69.55,69.55,0.838060983552596,High Risk
0,6,19.7,129.55,0.1313358421812829,Low Risk
1,13,31.05,347.25,0.44111159171011316,Medium Risk
0,11,51.0,581.7,0.1361394780718648,Low Risk
1,7,51.0,354.05,0.2289529969335049,Low Risk
0,10,88.85,929.45,0.632204203839847,High Risk
0,34,20.05,679.0,0.010131400726431667,Low Risk
0,62,65.1,3846.75,0.013724880279357714,Low Risk
0,64,70.15,4480.7,0.05706999569863353,Low Risk
1,1,44.35,44.35,0.5119691327376825,Medium Risk
0,25,20.75,499.4,0.02188014335878436,Low Risk
0,26,56.05,1553.2,0.07957440796383426,Low Risk
0,10,19.95,219.5,0.08236426597785358,Low Risk
0,53,98.6,5311.85,0.11050946636146805,Low Risk
1,7,79.7,586.05,0.611404653724525,High Risk
0,33,79.0,2576.8,0.2586999891425074,Low Risk
0,71,89.45,6435.25,0.03980470266435106,Low Risk
0,29,74.2,1993.25,0.5311168744947999,Medium Risk
0,24,81.0,1923.85,0.14187448779364348,Low Risk
0,20,49.6,939.8,0.23381843223816304,Low Risk
0,1,84.6,84.6,0.9006174888356588,High Risk
1,54,55.0,3092.65,0.09534301551837013,Low Risk
1,5,84.85,415.55,0.6293650525727327,High Risk
0,72,84.2,5986.55,0.0217709531220374,Low Risk
0,52,106.3,5487.0,0.08970904707564846,Low Risk
0,9,69.05,651.5,0.4531705259042584,Medium Risk
0,1,45.4,45.4,0.5053304424446915,Medium Risk
1,1,73.65,73.65,0.8859195650497489,High Risk
1,33,73.9,2405.05,0.09784212601080487,Low Risk
1,55,77.75,4458.15,0.3702356184068135,Medium Risk
0,69,99.35,6856.45,0.10646066013491269,Low Risk
0,1,50.75,50.75,0.4158808051840471,Medium Risk
0,54,87.1,4735.2,0.025560737162768472,Low Risk
0,33,20.15,682.15,0.03085334139999132,Low Risk
0,45,98.7,4525.8,0.1896381113626641,Low Risk
0,11,25.2,321.05,0.3507051535890654,Medium Risk
0,6,55.7,335.65,0.23946570504112485,Low Risk
0,21,65.35,1424.4,0.11129340098133778,Low Risk
0,65,25.3,1748.55,0.007393063261798022,Low Risk
1,6,84.35,474.9,0.8212333076776037,High Risk
1,8,84.95,668.4,0.4416954432072286,Medium Risk
1,11,73.85,926.25,0.3841217508309461,Medium Risk
0,43,24.25,1077.95,0.008993973921737031,Low Risk
1,49,51.8,2541.25,0.14796529211101012,Low Risk
1,1,46.0,46.0,0.5506292648684729,Medium Risk
1,15,79.4,1156.1,0.6090301346022068,High Risk
0,60,60.5,3694.45,0.0074046504784148984,Low Risk
0,17,25.1,382.8,0.247880476304375,Low Risk
1,16,71.8,1167.8,0.4070268102915539,Medium Risk
0,35,20.05,746.75,0.022817302229739638,Low Risk
1,44,88.4,3912.9,0.19536967425518562,Low Risk
0,12,30.25,368.85,0.12124666740436052,Low Risk
0,1,20.2,20.2,0.20618935671827066,Low Risk
0,28,59.9,1654.7,0.06317850031825945,Low Risk
0,70,25.15,1940.85,0.004748108906693716,Low Risk
1,5,46.0,221.7,0.24136657389576802,Low Risk
0,18,101.3,1794.65,0.34669022964242246,Medium Risk
0,70,76.95,5289.8,0.022208386664919675,Low Risk
0,9,55.3,501.2,0.3057670886735221,Medium Risk
0,67,92.45,6140.85,0.033982418745498726,Low Risk
0,1,48.45,48.45,0.4619567026206971,Medium Risk
0,18,19.35,309.25,0.01597174562931179,Low Risk
1,4,51.75,201.1,0.3536195606582483,Medium Risk
0,71,86.7,6179.35,0.0575298141885911,Low Risk
1,30,94.4,2838.7,0.38085214537656914,Medium Risk
0,1,55.7,55.7,0.34649581669223317,Medium Risk
0,55,84.25,4589.85,0.12261662818236514,Low Risk
0,59,64.65,3735.45,0.11332261679209778,Low Risk
1,1,70.15,70.15,0.7454589084753652,High Risk
0,7,69.2,477.55,0.5473534682467166,Medium Risk
0,45,54.65,2553.7,0.007464391719617825,Low Risk
0,54,24.75,1342.15,0.029099625812393528,Low Risk
0,51,23.95,1216.35,0.029338846690460513,Low Risk
0,72,105.0,7578.05,0.17324273380103788,Low Risk
0,44,59.85,2603.95,0.029259609650087105,Low Risk
0,2,20.05,42.7,0.1772243994721943,Low Risk
0,66,92.15,6056.9,0.18109511417510374,Low Risk
0,68,44.8,2983.65,0.023492272933900358,Low Risk
0,31,20.9,689.35,0.010734791134636157,Low Risk
0,21,95.4,2025.1,0.605323488334318,High Risk
0,21,80.35,1747.2,0.26434280396070864,Low Risk
0,55,85.1,4657.95,0.033572712754609046,Low Risk
1,9,34.7,296.1,0.48419213533093697,Medium Risk
0,71,115.05,8016.6,0.07826487284490456,Low Risk
1,1,81.1,81.1,0.87405620297429,High Risk
0,22,19.95,433.5,0.02922087713641266,Low Risk
1,1,20.55,20.55,0.1863670482173921,Low Risk
1,61,106.6,6428.4,0.14387090174671918,Low Risk
0,67,86.15,5883.85,0.024360771965171595,Low Risk
0,14,78.85,1043.8,0.3286717782213978,Medium Risk
1,59,106.75,6252.9,0.2509093235226916,Low Risk
0,21,86.55,1857.25,0.3220565840990339,Medium Risk
0,4,42.4,146.4,0.24976454182640073,Low Risk
1,3,89.45,240.45,0.8430408450088984,High Risk
0,70,24.25,1724.15,0.004992323503696547,Low Risk
1,3,97.9,315.3,0.7036324185512294,High Risk
0,21,20.5,429.55,0.044212051386034956,Low Risk
0,20,19.6,356.15,0.09686525195025616,Low Risk
0,22,20.25,488.25,0.031138036648843192,Low Risk
1,1,55.7,55.7,0.6221298284323395,High Risk
0,63,20.6,1298.7,0.005376690220899063,Low Risk
0,70,19.8,1378.75,0.002810769545406766,Low Risk
1,13,79.8,973.45,0.4794421007045158,Medium Risk
0,5,80.2,384.25,0.6115950933208342,High Risk
0,72,116.4,8543.25,0.04571969466998977,Low Risk
0,13,31.65,389.95,0.4175822089810935,Medium Risk
0,61,94.15,5731.85,0.14504316846579357,Low Risk
0,1,20.65,20.65,0.27535586489121544,Low Risk
0,56,76.85,4275.75,0.28850333435055264,Low Risk
0,4,20.15,84.5,0.15350834450402764,Low Risk
0,35,55.25,1924.1,0.021995701408222462,Low Risk
1,18,39.05,669.85,0.4668092450236059,Medium Risk
0,72,82.15,5784.3,0.02858506780743146,Low Risk
0,49,103.0,5166.2,0.13821717721906027,Low Risk
0,44,95.1,4060.55,0.16527774378176802,Low Risk
1,3,83.9,267.4,0.5928913733286416,Medium Risk
0,37,95.15,3532.85,0.47121397328721515,Medium Risk
0,61,79.8,4914.8,0.15338934164605253,Low Risk
0,70,74.8,5315.8,0.015586878089356215,Low Risk
1,1,69.85,69.85,0.8337956160456362,High Risk
0,41,20.45,775.6,0.051982821775127724,Low Risk
0,70,78.35,5445.95,0.025935049143864006,Low Risk
1,1,53.55,53.55,0.5899474175623814,Medium Risk
0,51,19.1,1007.8,0.02250167588962436,Low Risk
0,42,20.0,833.55,0.006426895818480064,Low Risk
1,70,93.9,6579.05,0.0190623204545343,Low Risk
0,48,19.95,1004.5,0.01484181769949788,Low Risk
1,68,113.15,7856.0,0.07680545463167394,Low Risk
0,48,24.0,1183.05,0.008068219045158856,Low Risk
1,26,84.95,2169.75,0.450263269957565,Medium Risk
1,11,80.5,896.9,0.5210717712957098,Medium Risk
1,1,19.3,19.3,0.275612013738944,Low Risk
0,27,19.15,501.35,0.03477135485258169,Low Risk
0,46,91.3,4126.35,0.1716010481279825,Low Risk
1,1,49.65,49.65,0.5175418583344312,Medium Risk
1,46,54.35,2460.15,0.010966274634886196,Low Risk
0,25,19.15,477.6,0.0873611229351036,Low Risk
1,4,88.45,370.65,0.7633041665015324,High Risk
0,13,19.75,265.75,0.020614513192212323,Low Risk
0,31,75.5,2424.45,0.051532680238184386,Low Risk
0,23,83.75,1849.95,0.531583536540184,Medium Risk
0,2,19.4,61.05,0.15015965976847942,Low Risk
0,65,26.5,1698.55,0.0059074064999838066,Low Risk
1,22,90.5,1910.6,0.448456220462846,Medium Risk
0,55,19.15,998.1,0.011367006618853918,Low Risk
1,9,94.85,890.6,0.3667303176822223,Medium Risk
1,7,69.95,529.5,0.4536156725370966,Medium Risk
0,35,40.9,1383.6,0.07142607233699567,Low Risk
0,6,80.25,493.4,0.07453841546251942,Low Risk
1,1,48.6,48.6,0.4183546707982346,Medium Risk
0,17,70.8,1207.0,0.43275588058898506,Medium Risk
0,10,60.2,563.5,0.23627603788023258,Low Risk
0,15,55.2,864.55,0.048765548710857864,Low Risk
1,40,55.8,2109.35,0.3168991455643988,Medium Risk
0,13,54.15,701.05,0.049465462962221506,Low Risk
1,29,80.15,2265.25,0.41311946596657934,Medium Risk
1,3,75.5,220.6,0.7708713046538513,High Risk
0,58,100.4,5749.8,0.4363540221360609,Medium Risk
0,45,62.55,2796.45,0.021924270927763622,Low Risk
0,72,70.45,5165.7,0.00842004435349019,Low Risk
0,68,85.5,5696.6,0.08135095290250288,Low Risk
1,1,20.2,20.2,0.29963333443334783,Low Risk
0,38,54.5,2076.05,0.07111922267590938,Low Risk
0,2,20.75,44.2,0.1745612970036546,Low Risk
0,11,20.35,215.25,0.11260503992375277,Low Risk
0,20,91.0,1859.5,0.3537946668856894,Medium Risk
0,72,104.8,7470.1,0.11553495125619408,Low Risk
1,3,74.75,229.5,0.6761544913601271,High Risk
1,23,104.05,2470.1,0.43005352788546525,Medium Risk
0,40,51.1,2092.9,0.1140063239533429,Low Risk
0,62,89.8,5629.55,0.3804707555912596,Medium Risk
0,22,20.55,469.85,0.10530348401288493,Low Risk
0,11,64.05,733.95,0.21000288150236593,Low Risk
0,7,74.85,485.25,0.7417539639236523,High Risk
1,13,96.65,1244.5,0.4797839680124591,Medium Risk
1,1,20.05,20.05,0.2311725577757678,Low Risk
1,39,103.45,3994.45,0.5691474207315715,Medium Risk
0,3,25.0,78.25,0.4371117872508195,Medium Risk
0,58,20.3,1131.5,0.004536349063428523,Low Risk
0,6,26.35,184.05,0.14642853974996603,Low Risk
1,1,19.9,19.9,0.3300799024849465,Medium Risk
0,22,54.7,1178.75,0.15869261335944954,Low Risk
1,14,46.35,667.7,0.47458185252329627,Medium Risk
0,64,90.25,5629.15,0.13255324770080237,Low Risk
1,1,19.95,19.95,0.2780294942457078,Low Risk
0,6,20.65,109.3,0.14619262024885316,Low Risk
1,1,79.6,79.6,0.8309698266566062,High Risk
0,39,25.45,958.45,0.02851618851622495,Low Risk
0,20,19.5,403.15,0.03602658416856538,Low Risk
1,1,75.9,75.9,0.7612549601547624,High Risk
1,1,76.2,76.2,0.7574804709040271,High Risk
0,64,66.15,4392.5,0.04395300477255758,Low Risk
1,1,19.25,19.25,0.1849391842703665,Low Risk
0,46,69.1,3168.0,0.15748504230335994,Low Risk
0,28,39.1,1096.6,0.2718302309617571,Low Risk
0,33,20.05,669.45,0.05015137961510178,Low Risk
0,39,59.8,2343.85,0.035983829405120356,Low Risk
1,42,84.3,3588.4,0.32574746674252264,Medium Risk
0,1,48.6,48.6,0.5906369660301025,Medium Risk
1,7,79.0,522.95,0.6709697210539406,High Risk
0,70,105.35,7511.9,0.03875548210914312,Low Risk
0,65,25.1,1725.0,0.008374277819573618,Low Risk
0,1,49.75,49.75,0.42650119199210207,Medium Risk
0,18,94.75,1691.9,0.6728118415418742,High Risk
0,24,93.0,2248.05,0.6329506540325031,High Risk
0,63,71.9,4479.2,0.024191240679822475,Low Risk
0,44,77.55,3471.1,0.1046660282797174,Low Risk
0,4,19.85,63.0,0.30618934141591625,Medium Risk
1,1,70.25,70.25,0.8117850605900258,High Risk
0,37,95.25,3314.15,0.5911251140248667,Medium Risk
1,10,84.6,865.55,0.5544916398841255,Medium Risk
0,34,25.05,852.7,0.23913274219793,Low Risk
0,35,53.15,1930.9,0.1080295563730394,Low Risk
0,4,20.15,91.4,0.20764329434086093,Low Risk
0,39,101.25,3949.15,0.534276820460172,Medium Risk
0,43,100.55,4304.0,0.25991324126060217,Low Risk
1,17,24.1,409.9,0.09916973288877758,Low Risk
0,61,25.3,1554.9,0.007279999926175101,Low Risk
0,49,71.8,3472.05,0.09586161992182546,Low Risk
0,4,19.7,117.8,0.06839683131850752,Low Risk
0,64,49.85,3210.35,0.022119553147731542,Low Risk
0,3,69.6,207.4,0.6034436300150011,High Risk
0,1,19.75,19.75,0.25381257390691936,Low Risk
0,40,80.8,3132.75,0.13472918564683264,Low Risk
1,1,60.0,60.0,0.3918122804694088,Medium Risk
1,8,86.55,649.65,0.7575035130179312,High Risk
1,1,20.85,20.85,0.30615128805406916,Medium Risk
0,34,64.2,2106.3,0.07102607830896711,Low Risk
0,1,35.0,35.0,0.7246715049280287,High Risk
1,39,50.75,2011.4,0.3854968525447167,Medium Risk
1,58,105.5,6205.5,0.11795225535972519,Low Risk
0,45,19.2,903.7,0.00817861587350614,Low Risk
1,6,85.15,503.6,0.5364365210637755,Medium Risk
0,43,90.65,3882.3,0.059256302805453,Low Risk
0,41,20.0,879.8,0.009213784597926024,Low Risk
0,5,74.65,383.65,0.584940042740222,Medium Risk
0,72,61.2,4390.25,0.01830926587137768,Low Risk
0,4,19.95,68.2,0.09282177967311514,Low Risk
0,9,54.8,452.8,0.14925944722836673,Low Risk
0,72,73.45,5329.0,0.043254053448171896,Low Risk
0,33,51.45,1758.9,0.05492472060101578,Low Risk
0,72,80.45,5737.6,0.027512557384462892,Low Risk
1,22,54.2,1152.7,0.13634795496396168,Low Risk
1,70,109.5,7674.55,0.24386064180954842,Low Risk
1,21,104.4,2157.95,0.5002974735790854,Medium Risk
0,15,85.3,1219.85,0.4393185750688113,Medium Risk
0,29,79.3,2414.55,0.428555301877493,Medium Risk
0,15,76.5,1155.6,0.1841274857040085,Low Risk
1,71,105.1,7548.1,0.2552634818297273,Low Risk
0,72,25.4,1809.35,0.005103294369565119,Low Risk
0,19,86.85,1564.4,0.5881039214186059,Medium Risk
0,1,19.65,19.65,0.20791268692348466,Low Risk
1,1,75.7,75.7,0.7981811885047729,High Risk
0,2,45.55,84.4,0.4544039095356869,Medium Risk
0,11,78.1,864.85,0.529933213157453,Medium Risk
0,12,19.3,228.75,0.059492936906888796,Low Risk
0,70,110.5,7752.05,0.11577022138233721,Low Risk
1,20,90.8,1951.0,0.4521716251377241,Medium Risk
0,23,20.3,470.6,0.09439434007603403,Low Risk
0,49,81.35,4060.9,0.01977906531585006,Low Risk
1,4,97.95,384.5,0.8140180652680052,High Risk
1,32,108.15,3432.9,0.3338629604648018,Medium Risk
0,2,55.3,108.65,0.6006531021834133,High Risk
0,69,56.55,3952.65,0.018989084516572115,Low Risk
1,6,80.5,463.05,0.5691473521869539,Medium Risk
0,24,19.7,494.05,0.015887961794418308,Low Risk
0,32,104.05,3416.85,0.3186307085798707,Medium Risk
0,27,52.85,1498.65,0.020479206313071666,Low Risk
1,27,104.3,2867.75,0.4512425366711481,Medium Risk
0,58,80.65,4807.35,0.1631317365438028,Low Risk
1,1,71.35,71.35,0.7393816458617029,High Risk
0,18,24.65,471.35,0.028140411102059185,Low Risk
0,47,21.3,1041.8,0.008024802023195806,Low Risk
0,70,110.2,7689.8,0.1023053997875541,Low Risk
1,13,89.4,1132.35,0.3830470925951481,Medium Risk
0,36,51.05,1815.0,0.05551558827605833,Low Risk
0,67,19.8,1311.3,0.004554342867341003,Low Risk
0,10,19.9,199.45,0.16089313086591026,Low Risk
0,19,87.3,1637.3,0.4435583907949997,Medium Risk
0,71,19.85,1326.35,0.0027312402216373584,Low Risk
0,72,89.4,6376.55,0.017574718235145975,Low Risk
0,48,20.0,935.9,0.0049638160823593375,Low Risk
0,1,20.05,20.05,0.20665830480823058,Low Risk
0,18,83.25,1611.15,0.12040384048643751,Low Risk
1,1,20.6,20.6,0.20494268167471796,Low Risk
0,67,102.9,6989.7,0.07774184246909684,Low Risk
0,69,39.1,2779.5,0.005818106230259305,Low Risk
1,19,99.95,1931.75,0.6117052003303451,High Risk
0,72,114.5,8331.95,0.06522325739665073,Low Risk
0,38,20.2,735.9,0.010152496250315016,Low Risk
0,40,55.8,2283.3,0.10235841782475093,Low Risk
0,61,24.2,1445.2,0.00813036882299484,Low Risk
1,10,81.0,818.05,0.4835543015472587,Medium Risk
0,32,72.8,2333.05,0.06739889617491211,Low Risk
0,21,99.85,1992.55,0.5403188833981702,Medium Risk
0,59,99.5,5890.0,0.3987017737411793,Medium Risk
1,13,70.15,916.75,0.5209673333715985,Medium Risk
0,47,20.25,1029.8,0.0053760113096536005,Low Risk
0,69,26.0,1796.55,0.006265797852710619,Low Risk
0,2,19.9,33.7,0.24823467513557387,Low Risk
0,22,19.05,454.05,0.0623428555917398,Low Risk
0,15,96.5,1392.25,0.5514765907969843,Medium Risk
0,53,19.85,1049.6,0.005682303343372766,Low Risk
0,28,25.7,734.6,0.09778597441948472,Low Risk
0,22,20.3,475.1,0.0314350074315833,Low Risk
1,1,70.15,70.15,0.7454589084753652,High Risk
0,16,91.55,1540.05,0.45327526454991474,Medium Risk
0,48,39.4,1978.65,0.008768357938017638,Low Risk
0,30,105.7,3181.8,0.3086791488215194,Medium Risk
0,3,70.25,229.7,0.6520779289235148,High Risk
0,57,93.75,5625.55,0.06549371423971767,Low Risk
1,68,96.55,6581.9,0.13673697908758672,Low Risk
0,23,60.0,1347.15,0.06915866082193999,Low Risk
0,65,59.8,3808.2,0.013990925481025667,Low Risk
0,44,90.65,3974.15,0.2435807848188833,Low Risk
0,71,109.0,7661.8,0.07728859090471325,Low Risk
0,37,68.1,2479.25,0.03384483113239661,Low Risk
0,12,20.4,266.6,0.1014705331956852,Low Risk
0,69,81.95,5601.4,0.031458896478207446,Low Risk
0,35,60.55,1982.6,0.09491839902334337,Low Risk
0,5,65.6,339.9,0.3363045803819194,Medium Risk
0,58,82.5,4828.05,0.06628529528495809,Low Risk
0,72,82.3,5980.55,0.015728400464065154,Low Risk
0,72,68.15,4808.7,0.006410147604479981,Low Risk
0,1,20.3,20.3,0.20087806171628622,Low Risk
1,39,95.55,3692.85,0.1357755394737085,Low Risk
0,53,20.2,1068.15,0.011808223779841486,Low Risk
0,27,89.2,2383.6,0.44160676467529913,Medium Risk
1,1,69.65,69.65,0.83432389558542,High Risk
1,1,89.3,89.3,0.9185094624411646,High Risk
0,18,74.8,1438.05,0.24096729620859095,Low Risk
0,46,20.2,917.45,0.0076460191203760585,Low Risk
0,72,84.4,6096.45,0.02084369505518496,Low Risk
1,36,87.55,3078.1,0.3954205245133739,Medium Risk
0,4,25.15,99.95,0.6107935189451125,High Risk
0,25,19.8,475.2,0.015252694021514173,Low Risk
0,40,50.85,2036.55,0.32357470646898384,Medium Risk
0,63,102.4,6444.05,0.5021372290388864,Medium Risk
1,15,96.3,1426.75,0.3135880888190147,Medium Risk
0,14,55.5,767.55,0.2545020384564549,Low Risk
0,72,109.75,7932.5,0.10115322891423649,Low Risk
0,39,106.4,4040.65,0.4618105428196176,Medium Risk
0,47,60.0,2768.65,0.03623513540469003,Low Risk
0,19,88.8,1672.35,0.23855029509185807,Low Risk
1,5,85.2,474.8,0.695418559913766,High Risk
1,13,35.1,446.1,0.5501420653683825,Medium Risk
0,17,80.05,1345.65,0.3839200508180663,Medium Risk
0,34,75.55,2425.4,0.5125148457394412,Medium Risk
0,42,49.55,2077.95,0.13657664065474567,Low Risk
1,5,81.3,416.3,0.6666513321959846,High Risk
0,71,23.9,1663.5,0.0035496640041355375,Low Risk
0,19,66.4,1286.05,0.13786137676252028,Low Risk
1,2,19.6,35.85,0.299947949367508,Low Risk
0,57,18.8,1094.35,0.0047834955172155755,Low Risk
0,72,108.4,7719.5,0.11651758437751109,Low Risk
0,6,85.95,514.6,0.5684924297596264,Medium Risk
1,17,85.45,1451.6,0.5926133764299131,Medium Risk
0,61,80.9,4932.5,0.03853596445802078,Low Risk
1,1,71.0,71.0,0.7875998134277744,High Risk
0,48,111.8,5443.65,0.04271250077571393,Low Risk
0,16,20.6,330.25,0.10627638153216779,Low Risk
1,9,85.05,746.5,0.7641861952980149,High Risk
0,3,44.6,122.7,0.4233815850951405,Medium Risk
1,1,44.4,44.4,0.566413701524195,Medium Risk
0,65,105.1,6631.85,0.08223347011678979,Low Risk
0,70,115.15,8250.0,0.048060975328003526,Low Risk
0,60,59.8,3561.15,0.037366772466028375,Low Risk
0,69,26.3,1763.55,0.022744982299591827,Low Risk
0,35,70.55,2419.0,0.30627259700161097,Medium Risk
0,22,20.05,470.2,0.08511344415051661,Low Risk
